source,target,weight
F_60-69_D,F_18-24_B,291.4922742675208
F_60-69_D,M_60-69_D,151.74474125763578
F_60-69_D,M_50-59_A,53.18706458603102
F_60-69_D,M_18-24_D,405.8646130962458
M_40-49_B,M_80-plus_A,13.536098693411974
M_40-49_B,M_60-69_B,244.0242004177849
M_40-49_B,F_60-69_E,796.8860750586723
M_40-49_B,F_40-49_A,162.89359506214936
M_40-49_B,M_50-59_E,1582.584273246199
M_40-49_B,F_70-79_D,180.64822855731566
M_40-49_B,F_25-29_B,421.71128032253216
M_40-49_B,F_70-79_A,34.154595987696446
M_40-49_B,F_30-39_E,2589.0389644009783
M_40-49_B,M_80-plus_E,182.98086483443666
M_40-49_B,M_25-29_B,439.4951507940527
M_40-49_B,F_25-29_A,105.47608147274731
M_40-49_B,M_60-69_C,1116.7191104241379
M_40-49_B,F_50-59_A,107.01707178405323
M_40-49_B,F_25-29_C,1929.818117490547
M_40-49_B,F_18-24_C,2912.239582344103
M_40-49_B,M_80-plus_D,71.51686532443401
M_40-49_B,M_70-79_C,637.1642330206912
M_40-49_B,M_30-39_B,800.8323096397296
M_40-49_B,F_18-24_D,841.8893410824055
M_40-49_B,F_60-69_C,1076.6696808712086
M_40-49_B,F_18-24_A,159.196336657382
M_40-49_B,F_40-49_B,651.4258912830827
M_40-49_B,F_50-59_D,565.7622448889108
M_40-49_B,F_50-59_B,427.6782522297935
M_40-49_B,M_30-39_A,200.2530275211748
M_40-49_B,F_50-59_E,1448.5674684513215
M_40-49_B,M_25-29_E,1488.5084962286908
M_40-49_B,M_50-59_D,618.1315589926834
M_40-49_B,M_30-39_E,2712.9296069876063
M_40-49_B,F_30-39_A,191.2201821945175
M_40-49_B,M_70-79_D,184.17194574195696
M_40-49_B,M_80-plus_C,247.21861336685183
M_40-49_B,F_50-59_C,1956.9943707335735
M_40-49_B,M_25-29_A,109.94797089922862
M_40-49_B,M_70-79_E,471.5168323347664
M_40-49_B,F_80-plus_E,175.6168620939464
M_40-49_B,F_30-39_C,3497.9283455988793
M_40-49_B,F_80-plus_D,68.63892151503238
M_40-49_B,M_50-59_B,467.12045183189343
M_40-49_B,M_18-24_C,3081.8747136320194
M_40-49_B,F_25-29_E,1428.190603465385
M_40-49_B,F_80-plus_C,237.2727769393202
M_40-49_B,M_30-39_C,3665.2304176461926
M_40-49_B,M_40-49_E,2335.35333212778
